Sim ID,Sample,Agent ID,Strategy,Wins,Losses,Pushes,Total Profit,Avg Profit/Round,Final Bankroll
1871,2000,5614,unskilled,843,990,196,-2850.00,-1.43,7150.00
1871,2000,5615,basic,918,937,182,2850.00,1.43,12850.00
1871,2000,5616,counting,894,980,175,-1590.00,-0.80,8410.00
1872,2000,5617,unskilled,854,983,198,-2160.00,-1.08,7840.00
1872,2000,5618,basic,944,933,180,3165.00,1.58,13165.00
1872,2000,5619,counting,874,977,193,4185.00,2.09,14185.00
1873,2000,5620,unskilled,848,974,202,-2100.00,-1.05,7900.00
1873,2000,5621,basic,887,999,181,-1245.00,-0.62,8755.00
1873,2000,5622,counting,888,991,173,-630.00,-0.32,9370.00
1874,2000,5623,unskilled,817,1002,204,-4065.00,-2.03,5935.00
1874,2000,5624,basic,883,1006,160,-1545.00,-0.77,8455.00
1874,2000,5625,counting,893,976,185,1530.00,0.77,11530.00
1875,2000,5626,unskilled,877,983,162,-1680.00,-0.84,8320.00
1875,2000,5627,basic,897,975,183,420.00,0.21,10420.00
1875,2000,5628,counting,891,948,208,-855.00,-0.43,9145.00
1876,2000,5629,unskilled,843,964,213,-2265.00,-1.13,7735.00
1876,2000,5630,basic,897,982,172,-360.00,-0.18,9640.00
1876,2000,5631,counting,915,977,170,-1680.00,-0.84,8320.00
1877,2000,5632,unskilled,816,989,215,-3570.00,-1.78,6430.00
1877,2000,5633,basic,901,976,172,585.00,0.29,10585.00
1877,2000,5634,counting,884,998,178,-5535.00,-2.77,4465.00
1878,2000,5635,unskilled,808,994,214,-4050.00,-2.02,5950.00
1878,2000,5636,basic,889,959,190,810.00,0.41,10810.00
1878,2000,5637,counting,902,978,168,-1515.00,-0.76,8485.00
1879,2000,5638,unskilled,863,957,213,-1470.00,-0.73,8530.00
1879,2000,5639,basic,878,1006,166,-1920.00,-0.96,8080.00
1879,2000,5640,counting,859,982,211,-1365.00,-0.68,8635.00
1880,2000,5641,unskilled,861,956,206,-1080.00,-0.54,8920.00
1880,2000,5642,basic,888,975,176,-285.00,-0.14,9715.00
1880,2000,5643,counting,891,978,177,-660.00,-0.33,9340.00
1881,2000,5644,unskilled,848,994,189,-2730.00,-1.36,7270.00
1881,2000,5645,basic,870,1005,174,-1860.00,-0.93,8140.00
1881,2000,5646,counting,916,968,178,5925.00,2.96,15925.00
1882,2000,5647,unskilled,807,1019,193,-4905.00,-2.45,5095.00
1882,2000,5648,basic,894,953,204,630.00,0.32,10630.00
1882,2000,5649,counting,884,997,163,1095.00,0.55,11095.00
1883,2000,5650,unskilled,833,1009,200,-3720.00,-1.86,6280.00
1883,2000,5651,basic,912,966,170,1125.00,0.56,11125.00
1883,2000,5652,counting,882,985,194,90.00,0.04,10090.00
1884,2000,5653,unskilled,813,1010,197,-4485.00,-2.24,5515.00
1884,2000,5654,basic,888,999,156,-840.00,-0.42,9160.00
1884,2000,5655,counting,875,1012,168,-6300.00,-3.15,3700.00
1885,2000,5656,unskilled,819,1009,200,-4290.00,-2.15,5710.00
1885,2000,5657,basic,893,1001,159,120.00,0.06,10120.00
1885,2000,5658,counting,881,979,181,1800.00,0.90,11800.00
1886,2000,5659,unskilled,804,1018,200,-4800.00,-2.40,5200.00
1886,2000,5660,basic,866,1024,171,-2475.00,-1.24,7525.00
1886,2000,5661,counting,853,1034,166,-1200.00,-0.60,8800.00
1887,2000,5662,unskilled,852,983,190,-2655.00,-1.33,7345.00
1887,2000,5663,basic,892,968,192,-45.00,-0.02,9955.00
1887,2000,5664,counting,888,967,194,810.00,0.41,10810.00
1888,2000,5665,unskilled,844,974,212,-2280.00,-1.14,7720.00
1888,2000,5666,basic,924,964,171,1290.00,0.65,11290.00
1888,2000,5667,counting,926,958,174,8190.00,4.09,18190.00
1889,2000,5668,unskilled,811,1020,195,-4845.00,-2.42,5155.00
1889,2000,5669,basic,876,985,182,-885.00,-0.44,9115.00
1889,2000,5670,counting,845,1038,170,-7215.00,-3.61,2785.00
1890,2000,5671,unskilled,787,1043,197,-6375.00,-3.19,3625.00
1890,2000,5672,basic,884,987,167,-210.00,-0.10,9790.00
1890,2000,5673,counting,892,1001,165,-2115.00,-1.06,7885.00
1891,2000,5674,unskilled,838,993,197,-3015.00,-1.51,6985.00
1891,2000,5675,basic,905,971,174,75.00,0.04,10075.00
1891,2000,5676,counting,882,998,169,-5550.00,-2.77,4450.00
1892,2000,5677,unskilled,836,976,210,-2700.00,-1.35,7300.00
1892,2000,5678,basic,921,969,164,990.00,0.49,10990.00
1892,2000,5679,counting,906,971,179,6030.00,3.02,16030.00
1893,2000,5680,unskilled,848,990,191,-2790.00,-1.40,7210.00
1893,2000,5681,basic,872,988,191,-990.00,-0.49,9010.00
1893,2000,5682,counting,896,966,187,2580.00,1.29,12580.00
1894,2000,5683,unskilled,818,1015,192,-4410.00,-2.21,5590.00
1894,2000,5684,basic,919,963,179,945.00,0.47,10945.00
1894,2000,5685,counting,874,999,174,-4860.00,-2.43,5140.00
1895,2000,5686,unskilled,826,966,235,-2745.00,-1.37,7255.00
1895,2000,5687,basic,860,1023,163,-3030.00,-1.51,6970.00
1895,2000,5688,counting,872,1008,175,-270.00,-0.14,9730.00
1896,2000,5689,unskilled,839,998,189,-3675.00,-1.84,6325.00
1896,2000,5690,basic,881,978,193,-525.00,-0.26,9475.00
1896,2000,5691,counting,887,984,165,585.00,0.29,10585.00
1897,2000,5692,unskilled,832,977,211,-3045.00,-1.52,6955.00
1897,2000,5693,basic,882,1004,161,-1545.00,-0.77,8455.00
1897,2000,5694,counting,910,977,169,2865.00,1.43,12865.00
1898,2000,5695,unskilled,841,984,201,-2895.00,-1.45,7105.00
1898,2000,5696,basic,892,1002,155,-495.00,-0.25,9505.00
1898,2000,5697,counting,875,977,193,225.00,0.11,10225.00
1899,2000,5698,unskilled,861,964,204,-1665.00,-0.83,8335.00
1899,2000,5699,basic,935,959,170,1830.00,0.92,11830.00
1899,2000,5700,counting,906,984,165,3720.00,1.86,13720.00
1900,2000,5701,unskilled,804,1018,205,-4860.00,-2.43,5140.00
1900,2000,5702,basic,871,998,182,-1830.00,-0.92,8170.00
1900,2000,5703,counting,852,1018,169,-6480.00,-3.24,3520.00
1901,2000,5704,unskilled,819,976,228,-3210.00,-1.60,6790.00
1901,2000,5705,basic,855,983,205,-930.00,-0.47,9070.00
1901,2000,5706,counting,885,991,180,-1665.00,-0.83,8335.00
1902,2000,5707,unskilled,829,980,215,-2970.00,-1.49,7030.00
1902,2000,5708,basic,933,943,175,2685.00,1.34,12685.00
1902,2000,5709,counting,903,983,164,-30.00,-0.01,9970.00
1903,2000,5710,unskilled,844,998,181,-3450.00,-1.73,6550.00
1903,2000,5711,basic,878,988,173,-780.00,-0.39,9220.00
1903,2000,5712,counting,899,979,167,2655.00,1.33,12655.00
1904,2000,5713,unskilled,838,983,205,-2820.00,-1.41,7180.00
1904,2000,5714,basic,894,979,178,-660.00,-0.33,9340.00
1904,2000,5715,counting,909,979,161,3210.00,1.60,13210.00
1905,2000,5716,unskilled,819,1012,196,-4395.00,-2.20,5605.00
1905,2000,5717,basic,905,974,180,300.00,0.15,10300.00
1905,2000,5718,counting,849,1017,174,-3780.00,-1.89,6220.00
1906,2000,5719,unskilled,851,958,210,-1890.00,-0.94,8110.00
1906,2000,5720,basic,914,977,164,-165.00,-0.08,9835.00
1906,2000,5721,counting,942,961,162,9015.00,4.51,19015.00
1907,2000,5722,unskilled,865,969,187,-1665.00,-0.83,8335.00
1907,2000,5723,basic,925,953,167,2055.00,1.03,12055.00
1907,2000,5724,counting,923,952,189,4275.00,2.14,14275.00
1908,2000,5725,unskilled,862,965,198,-1575.00,-0.79,8425.00
1908,2000,5726,basic,879,1004,173,-1500.00,-0.75,8500.00
1908,2000,5727,counting,927,962,158,4500.00,2.25,14500.00
1909,2000,5728,unskilled,831,1025,174,-4170.00,-2.08,5830.00
1909,2000,5729,basic,890,991,178,-360.00,-0.18,9640.00
1909,2000,5730,counting,917,962,187,4800.00,2.40,14800.00
1910,2000,5731,unskilled,820,1000,198,-3855.00,-1.93,6145.00
1910,2000,5732,basic,869,984,203,-660.00,-0.33,9340.00
1910,2000,5733,counting,899,997,166,360.00,0.18,10360.00
1911,2000,5734,unskilled,826,1007,198,-4185.00,-2.09,5815.00
1911,2000,5735,basic,909,965,177,1515.00,0.76,11515.00
1911,2000,5736,counting,903,971,177,4650.00,2.33,14650.00
1912,2000,5737,unskilled,849,979,207,-2445.00,-1.22,7555.00
1912,2000,5738,basic,901,979,177,-15.00,-0.01,9985.00
1912,2000,5739,counting,870,992,187,-540.00,-0.27,9460.00
1913,2000,5740,unskilled,815,1023,188,-4815.00,-2.41,5185.00
1913,2000,5741,basic,876,1002,177,-855.00,-0.43,9145.00
1913,2000,5742,counting,885,994,186,-5265.00,-2.63,4735.00
1914,2000,5743,unskilled,853,965,201,-1920.00,-0.96,8080.00
1914,2000,5744,basic,908,981,171,-150.00,-0.07,9850.00
1914,2000,5745,counting,892,987,178,2790.00,1.40,12790.00
1915,2000,5746,unskilled,811,1013,203,-4530.00,-2.27,5470.00
1915,2000,5747,basic,866,1005,166,-1380.00,-0.69,8620.00
1915,2000,5748,counting,863,999,195,-7905.00,-3.95,2095.00
1916,2000,5749,unskilled,841,1010,177,-3360.00,-1.68,6640.00
1916,2000,5750,basic,886,965,203,450.00,0.23,10450.00
1916,2000,5751,counting,896,972,191,-3990.00,-2.00,6010.00
1917,2000,5752,unskilled,821,1004,193,-4050.00,-2.02,5950.00
1917,2000,5753,basic,896,979,177,180.00,0.09,10180.00
1917,2000,5754,counting,904,977,179,7305.00,3.65,17305.00
1918,2000,5755,unskilled,843,974,209,-2310.00,-1.16,7690.00
1918,2000,5756,basic,854,1001,191,-2175.00,-1.09,7825.00
1918,2000,5757,counting,855,1019,172,-5565.00,-2.78,4435.00
1919,2000,5758,unskilled,809,1023,193,-4995.00,-2.50,5005.00
1919,2000,5759,basic,859,1021,177,-2070.00,-1.03,7930.00
1919,2000,5760,counting,864,1011,176,-1815.00,-0.91,8185.00
1920,2000,5761,unskilled,834,1008,183,-3870.00,-1.94,6130.00
1920,2000,5762,basic,851,984,199,-1170.00,-0.58,8830.00
1920,2000,5763,counting,875,1026,176,-2145.00,-1.07,7855.00
1921,2000,5764,unskilled,829,1001,194,-3630.00,-1.81,6370.00
1921,2000,5765,basic,914,962,168,405.00,0.20,10405.00
1921,2000,5766,counting,888,977,185,2445.00,1.22,12445.00
1922,2000,5767,unskilled,836,1015,182,-3570.00,-1.78,6430.00
1922,2000,5768,basic,867,1010,174,-1905.00,-0.95,8095.00
1922,2000,5769,counting,878,1030,155,-2640.00,-1.32,7360.00
1923,2000,5770,unskilled,845,980,196,-2430.00,-1.22,7570.00
1923,2000,5771,basic,888,987,175,-465.00,-0.23,9535.00
1923,2000,5772,counting,846,1043,169,-8370.00,-4.18,1630.00
1924,2000,5773,unskilled,844,958,221,-2145.00,-1.07,7855.00
1924,2000,5774,basic,911,981,163,-60.00,-0.03,9940.00
1924,2000,5775,counting,923,962,172,3825.00,1.91,13825.00
1925,2000,5776,unskilled,846,981,207,-2640.00,-1.32,7360.00
1925,2000,5777,basic,917,961,178,1725.00,0.86,11725.00
1925,2000,5778,counting,914,1005,160,-2700.00,-1.35,7300.00
1926,2000,5779,unskilled,848,976,200,-2385.00,-1.19,7615.00
1926,2000,5780,basic,910,966,170,705.00,0.35,10705.00
1926,2000,5781,counting,877,966,209,2505.00,1.25,12505.00
1927,2000,5782,unskilled,851,963,206,-2010.00,-1.00,7990.00
1927,2000,5783,basic,883,972,183,-255.00,-0.13,9745.00
1927,2000,5784,counting,871,995,184,-5280.00,-2.64,4720.00
1928,2000,5785,unskilled,821,1018,188,-4470.00,-2.23,5530.00
1928,2000,5786,basic,895,966,192,720.00,0.36,10720.00
1928,2000,5787,counting,892,962,194,-1065.00,-0.53,8935.00
1929,2000,5788,unskilled,850,966,212,-1845.00,-0.92,8155.00
1929,2000,5789,basic,874,1016,166,-1875.00,-0.94,8125.00
1929,2000,5790,counting,895,1031,148,3405.00,1.70,13405.00
1930,2000,5791,unskilled,844,961,219,-1965.00,-0.98,8035.00
1930,2000,5792,basic,902,976,175,-420.00,-0.21,9580.00
1930,2000,5793,counting,900,988,159,855.00,0.43,10855.00
1931,2000,5794,unskilled,856,987,186,-2280.00,-1.14,7720.00
1931,2000,5795,basic,883,986,197,-255.00,-0.13,9745.00
1931,2000,5796,counting,894,988,179,0.00,0.00,10000.00
1932,2000,5797,unskilled,836,1003,193,-3390.00,-1.70,6610.00
1932,2000,5798,basic,889,964,190,-45.00,-0.02,9955.00
1932,2000,5799,counting,923,966,173,6345.00,3.17,16345.00
1933,2000,5800,unskilled,815,998,205,-4215.00,-2.11,5785.00
1933,2000,5801,basic,908,983,170,180.00,0.09,10180.00
1933,2000,5802,counting,899,963,181,570.00,0.28,10570.00
1934,2000,5803,unskilled,824,985,216,-3495.00,-1.75,6505.00
1934,2000,5804,basic,860,1009,186,-1545.00,-0.77,8455.00
1934,2000,5805,counting,844,1036,155,-10000.00,-5.07,0.00
1935,2000,5806,unskilled,838,998,194,-3420.00,-1.71,6580.00
1935,2000,5807,basic,964,942,160,3480.00,1.74,13480.00
1935,2000,5808,counting,900,969,177,1770.00,0.89,11770.00
1936,2000,5809,unskilled,810,998,212,-4155.00,-2.08,5845.00
1936,2000,5810,basic,899,985,161,-270.00,-0.14,9730.00
1936,2000,5811,counting,896,1000,151,5325.00,2.66,15325.00
1937,2000,5812,unskilled,860,971,193,-1875.00,-0.94,8125.00
1937,2000,5813,basic,904,967,184,465.00,0.23,10465.00
1937,2000,5814,counting,912,968,182,1695.00,0.85,11695.00
1938,2000,5815,unskilled,832,1012,180,-4050.00,-2.02,5950.00
1938,2000,5816,basic,866,1008,178,-1740.00,-0.87,8260.00
1938,2000,5817,counting,858,1032,166,-8100.00,-4.05,1900.00
1939,2000,5818,unskilled,797,1022,207,-5250.00,-2.62,4750.00
1939,2000,5819,basic,925,949,173,2445.00,1.22,12445.00
1939,2000,5820,counting,903,962,183,165.00,0.08,10165.00
1940,2000,5821,unskilled,818,1007,200,-4290.00,-2.15,5710.00
1940,2000,5822,basic,883,968,197,-1005.00,-0.50,8995.00
1940,2000,5823,counting,855,1012,171,-4890.00,-2.44,5110.00
1941,2000,5824,unskilled,837,996,200,-3285.00,-1.64,6715.00
1941,2000,5825,basic,896,979,182,-60.00,-0.03,9940.00
1941,2000,5826,counting,922,972,160,3825.00,1.91,13825.00
1942,2000,5827,unskilled,863,986,181,-2190.00,-1.09,7810.00
1942,2000,5828,basic,937,937,169,2475.00,1.24,12475.00
1942,2000,5829,counting,915,948,187,15.00,0.01,10015.00
1943,2000,5830,unskilled,846,1004,186,-3105.00,-1.55,6895.00
1943,2000,5831,basic,886,994,174,-1320.00,-0.66,8680.00
1943,2000,5832,counting,905,985,177,3060.00,1.53,13060.00
1944,2000,5833,unskilled,852,990,183,-2580.00,-1.29,7420.00
1944,2000,5834,basic,890,963,184,-45.00,-0.02,9955.00
1944,2000,5835,counting,923,962,177,6240.00,3.12,16240.00
1945,2000,5836,unskilled,829,990,199,-3630.00,-1.81,6370.00
1945,2000,5837,basic,919,975,154,1530.00,0.77,11530.00
1945,2000,5838,counting,902,968,182,2355.00,1.18,12355.00
1946,2000,5839,unskilled,814,999,208,-4035.00,-2.02,5965.00
1946,2000,5840,basic,886,967,196,-795.00,-0.40,9205.00
1946,2000,5841,counting,856,1001,184,-2385.00,-1.19,7615.00
1947,2000,5842,unskilled,816,1003,209,-4065.00,-2.03,5935.00
1947,2000,5843,basic,891,979,190,15.00,0.01,10015.00
1947,2000,5844,counting,916,981,164,1770.00,0.89,11770.00
1948,2000,5845,unskilled,898,949,179,105.00,0.05,10105.00
1948,2000,5846,basic,906,983,162,840.00,0.42,10840.00
1948,2000,5847,counting,915,951,185,5565.00,2.78,15565.00
1949,2000,5848,unskilled,824,1004,191,-3825.00,-1.91,6175.00
1949,2000,5849,basic,893,993,166,-615.00,-0.31,9385.00
1949,2000,5850,counting,879,980,187,10035.00,5.02,20035.00
1950,2000,5851,unskilled,851,987,187,-2565.00,-1.28,7435.00
1950,2000,5852,basic,919,956,165,1575.00,0.79,11575.00
1950,2000,5853,counting,891,983,168,-4140.00,-2.07,5860.00
1951,2000,5854,unskilled,850,999,169,-3150.00,-1.57,6850.00
1951,2000,5855,basic,920,982,161,585.00,0.29,10585.00
1951,2000,5856,counting,926,965,160,6180.00,3.09,16180.00
1952,2000,5857,unskilled,843,964,221,-2295.00,-1.15,7705.00
1952,2000,5858,basic,916,969,175,795.00,0.40,10795.00
1952,2000,5859,counting,900,980,166,2010.00,1.00,12010.00
1953,2000,5860,unskilled,811,1012,195,-4800.00,-2.40,5200.00
1953,2000,5861,basic,911,990,158,225.00,0.11,10225.00
1953,2000,5862,counting,906,999,153,2085.00,1.04,12085.00
1954,2000,5863,unskilled,822,999,214,-3900.00,-1.95,6100.00
1954,2000,5864,basic,886,1002,159,-630.00,-0.32,9370.00
1954,2000,5865,counting,933,936,174,11130.00,5.57,21130.00
1955,2000,5866,unskilled,830,1003,185,-3780.00,-1.89,6220.00
1955,2000,5867,basic,901,959,184,1350.00,0.68,11350.00
1955,2000,5868,counting,907,975,177,4395.00,2.20,14395.00
1956,2000,5869,unskilled,832,981,216,-2910.00,-1.46,7090.00
1956,2000,5870,basic,869,1009,165,-1605.00,-0.80,8395.00
1956,2000,5871,counting,873,995,192,-7995.00,-4.00,2005.00
1957,2000,5872,unskilled,799,1012,210,-4860.00,-2.43,5140.00
1957,2000,5873,basic,875,1012,164,-2250.00,-1.12,7750.00
1957,2000,5874,counting,860,1004,170,-5115.00,-2.56,4885.00
1958,2000,5875,unskilled,819,1006,202,-3870.00,-1.94,6130.00
1958,2000,5876,basic,839,1006,205,-2925.00,-1.46,7075.00
1958,2000,5877,counting,838,1040,172,-6480.00,-3.24,3520.00
1959,2000,5878,unskilled,828,995,199,-3390.00,-1.70,6610.00
1959,2000,5879,basic,910,966,176,975.00,0.49,10975.00
1959,2000,5880,counting,867,977,203,-5085.00,-2.54,4915.00
1960,2000,5881,unskilled,857,991,178,-2475.00,-1.24,7525.00
1960,2000,5882,basic,910,974,172,1155.00,0.58,11155.00
1960,2000,5883,counting,912,980,165,3645.00,1.82,13645.00
1961,2000,5884,unskilled,839,1014,180,-3795.00,-1.90,6205.00
1961,2000,5885,basic,880,999,181,-1440.00,-0.72,8560.00
1961,2000,5886,counting,920,970,174,3030.00,1.51,13030.00
1962,2000,5887,unskilled,853,981,188,-2340.00,-1.17,7660.00
1962,2000,5888,basic,884,990,188,-960.00,-0.48,9040.00
1962,2000,5889,counting,878,998,176,-2430.00,-1.22,7570.00
1963,2000,5890,unskilled,849,998,177,-2820.00,-1.41,7180.00
1963,2000,5891,basic,900,1001,157,-105.00,-0.05,9895.00
1963,2000,5892,counting,909,1002,160,-825.00,-0.41,9175.00
1964,2000,5893,unskilled,847,967,214,-2115.00,-1.06,7885.00
1964,2000,5894,basic,918,947,182,1785.00,0.89,11785.00
1964,2000,5895,counting,914,950,179,2805.00,1.40,12805.00
1965,2000,5896,unskilled,865,982,180,-1905.00,-0.95,8095.00
1965,2000,5897,basic,904,959,183,1050.00,0.53,11050.00
1965,2000,5898,counting,902,963,181,6840.00,3.42,16840.00
1966,2000,5899,unskilled,850,978,200,-2205.00,-1.10,7795.00
1966,2000,5900,basic,894,950,188,1110.00,0.56,11110.00
1966,2000,5901,counting,891,996,162,-4500.00,-2.25,5500.00
1967,2000,5902,unskilled,830,993,205,-3465.00,-1.73,6535.00
1967,2000,5903,basic,879,994,168,-1200.00,-0.60,8800.00
1967,2000,5904,counting,927,963,164,6900.00,3.45,16900.00
1968,2000,5905,unskilled,831,999,198,-3855.00,-1.93,6145.00
1968,2000,5906,basic,918,977,163,495.00,0.25,10495.00
1968,2000,5907,counting,933,939,163,-285.00,-0.14,9715.00
1969,2000,5908,unskilled,874,954,206,-615.00,-0.31,9385.00
1969,2000,5909,basic,908,951,198,750.00,0.38,10750.00
1969,2000,5910,counting,894,996,165,-5190.00,-2.60,4810.00
1970,2000,5911,unskilled,842,992,189,-2865.00,-1.43,7135.00
1970,2000,5912,basic,853,1039,165,-3420.00,-1.71,6580.00
1970,2000,5913,counting,889,1012,171,-3300.00,-1.65,6700.00
1971,2000,5914,unskilled,838,967,219,-2490.00,-1.25,7510.00
1971,2000,5915,basic,872,987,171,-1485.00,-0.74,8515.00
1971,2000,5916,counting,838,1046,163,-7140.00,-3.57,2860.00
1972,2000,5917,unskilled,833,981,217,-2925.00,-1.46,7075.00
1972,2000,5918,basic,855,1018,170,-2715.00,-1.36,7285.00
1972,2000,5919,counting,861,1012,170,-2160.00,-1.08,7840.00
1973,2000,5920,unskilled,859,977,197,-1920.00,-0.96,8080.00
1973,2000,5921,basic,926,975,158,1320.00,0.66,11320.00
1973,2000,5922,counting,931,943,175,2835.00,1.42,12835.00
1974,2000,5923,unskilled,849,1016,160,-3420.00,-1.71,6580.00
1974,2000,5924,basic,905,975,170,360.00,0.18,10360.00
1974,2000,5925,counting,910,983,157,6015.00,3.01,16015.00
1975,2000,5926,unskilled,828,1003,197,-4050.00,-2.02,5950.00
1975,2000,5927,basic,908,960,168,780.00,0.39,10780.00
1975,2000,5928,counting,893,986,154,-2520.00,-1.26,7480.00
1976,2000,5929,unskilled,826,996,208,-3510.00,-1.75,6490.00
1976,2000,5930,basic,889,968,177,660.00,0.33,10660.00
1976,2000,5931,counting,904,990,147,-2700.00,-1.35,7300.00
1977,2000,5932,unskilled,872,978,186,-1635.00,-0.82,8365.00
1977,2000,5933,basic,902,969,187,1320.00,0.66,11320.00
1977,2000,5934,counting,892,987,166,6480.00,3.24,16480.00
1978,2000,5935,unskilled,860,986,192,-2340.00,-1.17,7660.00
1978,2000,5936,basic,917,972,160,930.00,0.47,10930.00
1978,2000,5937,counting,884,958,193,2445.00,1.22,12445.00
1979,2000,5938,unskilled,839,1023,167,-4275.00,-2.14,5725.00
1979,2000,5939,basic,886,982,180,225.00,0.11,10225.00
1979,2000,5940,counting,920,943,196,2355.00,1.18,12355.00
1980,2000,5941,unskilled,858,992,185,-2580.00,-1.29,7420.00
1980,2000,5942,basic,857,1000,203,-2460.00,-1.23,7540.00
1980,2000,5943,counting,870,998,186,-3825.00,-1.91,6175.00
1981,2000,5944,unskilled,885,962,180,-645.00,-0.32,9355.00
1981,2000,5945,basic,853,1018,166,-1965.00,-0.98,8035.00
1981,2000,5946,counting,859,1012,176,-5385.00,-2.69,4615.00
1982,2000,5947,unskilled,849,978,206,-2310.00,-1.16,7690.00
1982,2000,5948,basic,872,988,180,-1140.00,-0.57,8860.00
1982,2000,5949,counting,925,986,151,6150.00,3.08,16150.00
1983,2000,5950,unskilled,879,973,183,-945.00,-0.47,9055.00
1983,2000,5951,basic,919,963,173,1095.00,0.55,11095.00
1983,2000,5952,counting,926,975,164,4860.00,2.43,14860.00
1984,2000,5953,unskilled,824,994,211,-3705.00,-1.85,6295.00
1984,2000,5954,basic,920,971,165,1530.00,0.77,11530.00
1984,2000,5955,counting,902,984,165,9270.00,4.63,19270.00
1985,2000,5956,unskilled,832,993,206,-3300.00,-1.65,6700.00
1985,2000,5957,basic,876,980,182,-870.00,-0.43,9130.00
1985,2000,5958,counting,901,997,157,-5175.00,-2.59,4825.00
1986,2000,5959,unskilled,830,983,217,-2925.00,-1.46,7075.00
1986,2000,5960,basic,900,994,154,-915.00,-0.46,9085.00
1986,2000,5961,counting,885,961,203,10875.00,5.44,20875.00
1987,2000,5962,unskilled,851,967,202,-2175.00,-1.09,7825.00
1987,2000,5963,basic,889,975,185,-570.00,-0.28,9430.00
1987,2000,5964,counting,856,1025,164,-5415.00,-2.71,4585.00
1988,2000,5965,unskilled,817,1013,191,-4740.00,-2.37,5260.00
1988,2000,5966,basic,931,954,165,1500.00,0.75,11500.00
1988,2000,5967,counting,923,949,173,1095.00,0.55,11095.00
1989,2000,5968,unskilled,906,930,197,1020.00,0.51,11020.00
1989,2000,5969,basic,883,989,190,-930.00,-0.47,9070.00
1989,2000,5970,counting,919,960,179,645.00,0.32,10645.00
1990,2000,5971,unskilled,826,1032,173,-4800.00,-2.40,5200.00
1990,2000,5972,basic,901,926,216,1305.00,0.65,11305.00
1990,2000,5973,counting,902,973,186,-1395.00,-0.70,8605.00
1991,2000,5974,unskilled,825,974,223,-3315.00,-1.66,6685.00
1991,2000,5975,basic,903,971,183,960.00,0.48,10960.00
1991,2000,5976,counting,879,964,187,-3900.00,-1.95,6100.00
1992,2000,5977,unskilled,840,983,201,-2865.00,-1.43,7135.00
1992,2000,5978,basic,925,965,161,2040.00,1.02,12040.00
1992,2000,5979,counting,907,949,189,-315.00,-0.16,9685.00
1993,2000,5980,unskilled,848,968,201,-2190.00,-1.09,7810.00
1993,2000,5981,basic,880,1001,173,-1515.00,-0.76,8485.00
1993,2000,5982,counting,879,987,177,-930.00,-0.47,9070.00
1994,2000,5983,unskilled,798,1044,178,-5880.00,-2.94,4120.00
1994,2000,5984,basic,856,1012,169,-2175.00,-1.09,7825.00
1994,2000,5985,counting,867,992,183,-6735.00,-3.37,3265.00
1995,2000,5986,unskilled,838,972,212,-2685.00,-1.34,7315.00
1995,2000,5987,basic,840,1039,165,-4395.00,-2.20,5605.00
1995,2000,5988,counting,897,985,179,7290.00,3.65,17290.00
1996,2000,5989,unskilled,813,1014,200,-4425.00,-2.21,5575.00
1996,2000,5990,basic,899,979,180,-390.00,-0.20,9610.00
1996,2000,5991,counting,940,969,157,6645.00,3.32,16645.00
1997,2000,5992,unskilled,862,964,204,-1455.00,-0.73,8545.00
1997,2000,5993,basic,866,1011,171,-2535.00,-1.27,7465.00
1997,2000,5994,counting,903,962,178,-390.00,-0.20,9610.00
1998,2000,5995,unskilled,837,1000,197,-3360.00,-1.68,6640.00
1998,2000,5996,basic,873,990,186,-990.00,-0.49,9010.00
1998,2000,5997,counting,888,987,180,-840.00,-0.42,9160.00
1999,2000,5998,unskilled,837,974,211,-2340.00,-1.17,7660.00
1999,2000,5999,basic,896,978,177,495.00,0.25,10495.00
1999,2000,6000,counting,936,947,172,-210.00,-0.10,9790.00
2000,2000,6001,unskilled,866,991,170,-2205.00,-1.10,7795.00
2000,2000,6002,basic,931,943,178,2265.00,1.13,12265.00
2000,2000,6003,counting,914,968,171,5445.00,2.72,15445.00
2001,2000,6004,unskilled,832,973,214,-2775.00,-1.39,7225.00
2001,2000,6005,basic,907,970,169,690.00,0.34,10690.00
2001,2000,6006,counting,876,996,182,-3825.00,-1.91,6175.00
2002,2000,6007,unskilled,819,993,214,-3840.00,-1.92,6160.00
2002,2000,6008,basic,867,1027,157,-2640.00,-1.32,7360.00
2002,2000,6009,counting,867,1001,166,-1095.00,-0.55,8905.00
2003,2000,6010,unskilled,828,986,207,-3345.00,-1.67,6655.00
2003,2000,6011,basic,879,988,186,-870.00,-0.43,9130.00
2003,2000,6012,counting,871,977,199,2925.00,1.46,12925.00
2004,2000,6013,unskilled,858,982,185,-2250.00,-1.12,7750.00
2004,2000,6014,basic,929,955,165,2355.00,1.18,12355.00
2004,2000,6015,counting,913,961,175,-4035.00,-2.02,5965.00
2005,2000,6016,unskilled,836,974,212,-2655.00,-1.33,7345.00
2005,2000,6017,basic,891,992,176,-870.00,-0.43,9130.00
2005,2000,6018,counting,868,1007,177,-3075.00,-1.54,6925.00
2006,2000,6019,unskilled,887,955,174,-330.00,-0.17,9670.00
2006,2000,6020,basic,928,942,175,2160.00,1.08,12160.00
2006,2000,6021,counting,905,958,185,-4560.00,-2.28,5440.00
2007,2000,6022,unskilled,872,969,195,-1290.00,-0.65,8710.00
