Sim ID,Sample,Agent ID,Strategy,Wins,Losses,Pushes,Total Profit,Avg Profit/Round,Final Bankroll
590,2000,1772,basic,857,995,199,-2445.00,-1.22,7555.00
590,2000,1773,counting,902,976,180,1185.00,0.59,11185.00
591,2000,1774,unskilled,810,1019,203,-4680.00,-2.34,5320.00
591,2000,1775,basic,884,966,191,-210.00,-0.10,9790.00
591,2000,1776,counting,883,1017,141,-5175.00,-2.59,4825.00
592,2000,1777,unskilled,849,980,190,-2730.00,-1.36,7270.00
592,2000,1778,basic,903,944,194,1020.00,0.51,11020.00
592,2000,1779,counting,960,925,169,12015.00,6.01,22015.00
593,2000,1780,unskilled,864,1003,168,-2460.00,-1.23,7540.00
593,2000,1781,basic,937,940,187,2475.00,1.24,12475.00
593,2000,1782,counting,918,962,186,-720.00,-0.36,9280.00
594,2000,1783,unskilled,797,1024,204,-5445.00,-2.72,4555.00
594,2000,1784,basic,854,1005,193,-2325.00,-1.16,7675.00
594,2000,1785,counting,884,1008,167,6360.00,3.18,16360.00
595,2000,1786,unskilled,877,941,213,-390.00,-0.20,9610.00
595,2000,1787,basic,905,980,167,270.00,0.14,10270.00
595,2000,1788,counting,888,978,176,3720.00,1.86,13720.00
596,2000,1789,unskilled,833,1008,186,-3750.00,-1.88,6250.00
596,2000,1790,basic,921,972,152,465.00,0.23,10465.00
596,2000,1791,counting,924,968,180,-1320.00,-0.66,8680.00
597,2000,1792,unskilled,843,993,185,-2745.00,-1.37,7255.00
597,2000,1793,basic,874,994,178,-1290.00,-0.65,8710.00
597,2000,1794,counting,887,999,168,3330.00,1.67,13330.00
598,2000,1795,unskilled,819,994,206,-3855.00,-1.93,6145.00
598,2000,1796,basic,862,1016,181,-2490.00,-1.25,7510.00
598,2000,1797,counting,905,954,186,3180.00,1.59,13180.00
599,2000,1798,unskilled,845,993,179,-2895.00,-1.45,7105.00
599,2000,1799,basic,898,965,175,450.00,0.23,10450.00
599,2000,1800,counting,893,992,171,210.00,0.10,10210.00
600,2000,1801,unskilled,854,949,223,-1005.00,-0.50,8995.00
600,2000,1802,basic,895,989,176,-150.00,-0.07,9850.00
600,2000,1803,counting,897,986,167,5145.00,2.57,15145.00
601,2000,1804,unskilled,818,1019,184,-4455.00,-2.23,5545.00
601,2000,1805,basic,905,969,180,1230.00,0.61,11230.00
601,2000,1806,counting,886,999,176,-5445.00,-2.72,4555.00
602,2000,1807,unskilled,842,994,195,-3105.00,-1.55,6895.00
602,2000,1808,basic,896,971,183,-270.00,-0.14,9730.00
602,2000,1809,counting,890,991,166,-1170.00,-0.58,8830.00
603,2000,1810,unskilled,849,994,180,-3030.00,-1.51,6970.00
603,2000,1811,basic,914,953,196,2310.00,1.16,12310.00
603,2000,1812,counting,933,959,173,4485.00,2.24,14485.00
604,2000,1813,unskilled,862,958,201,-1575.00,-0.79,8425.00
604,2000,1814,basic,911,983,158,390.00,0.20,10390.00
604,2000,1815,counting,940,952,170,480.00,0.24,10480.00
605,2000,1816,unskilled,832,995,202,-3420.00,-1.71,6580.00
605,2000,1817,basic,902,991,153,-240.00,-0.12,9760.00
605,2000,1818,counting,922,952,181,-2190.00,-1.09,7810.00
606,2000,1819,unskilled,848,974,199,-2130.00,-1.06,7870.00
606,2000,1820,basic,878,991,178,-1410.00,-0.70,8590.00
606,2000,1821,counting,895,985,170,-2055.00,-1.03,7945.00
607,2000,1822,unskilled,868,990,173,-1950.00,-0.97,8050.00
607,2000,1823,basic,898,992,175,-300.00,-0.15,9700.00
607,2000,1824,counting,937,970,136,8070.00,4.04,18070.00
608,2000,1825,unskilled,811,1015,200,-4665.00,-2.33,5335.00
608,2000,1826,basic,837,1021,201,-3735.00,-1.87,6265.00
608,2000,1827,counting,864,1021,169,-5535.00,-2.77,4465.00
609,2000,1828,unskilled,892,965,175,-795.00,-0.40,9205.00
609,2000,1829,basic,914,958,177,1200.00,0.60,11200.00
609,2000,1830,counting,906,979,169,-2505.00,-1.25,7495.00
610,2000,1831,unskilled,830,1000,195,-3795.00,-1.90,6205.00
610,2000,1832,basic,910,946,189,1485.00,0.74,11485.00
610,2000,1833,counting,911,982,157,-1005.00,-0.50,8995.00
611,2000,1834,unskilled,837,981,215,-2865.00,-1.43,7135.00
611,2000,1835,basic,900,994,175,-855.00,-0.43,9145.00
611,2000,1836,counting,894,984,173,1065.00,0.53,11065.00
612,2000,1837,unskilled,848,971,204,-2175.00,-1.09,7825.00
612,2000,1838,basic,883,992,172,-465.00,-0.23,9535.00
612,2000,1839,counting,879,994,170,1470.00,0.73,11470.00
613,2000,1840,unskilled,827,1004,204,-3795.00,-1.90,6205.00
613,2000,1841,basic,918,945,186,1620.00,0.81,11620.00
613,2000,1842,counting,876,1011,165,705.00,0.35,10705.00
614,2000,1843,unskilled,828,1009,196,-4005.00,-2.00,5995.00
614,2000,1844,basic,918,961,176,2025.00,1.01,12025.00
614,2000,1845,counting,934,942,171,2760.00,1.38,12760.00
615,2000,1846,unskilled,852,985,185,-2460.00,-1.23,7540.00
615,2000,1847,basic,892,978,182,30.00,0.01,10030.00
615,2000,1848,counting,884,988,172,-3825.00,-1.91,6175.00
616,2000,1849,unskilled,812,1006,205,-4140.00,-2.07,5860.00
616,2000,1850,basic,819,1056,166,-4950.00,-2.48,5050.00
616,2000,1851,counting,838,1020,177,-7695.00,-3.85,2305.00
617,2000,1852,unskilled,866,969,195,-1620.00,-0.81,8380.00
617,2000,1853,basic,902,963,185,960.00,0.48,10960.00
617,2000,1854,counting,875,995,176,-285.00,-0.14,9715.00
618,2000,1855,unskilled,808,1009,208,-4665.00,-2.33,5335.00
618,2000,1856,basic,888,992,178,-585.00,-0.29,9415.00
618,2000,1857,counting,897,999,156,-5310.00,-2.65,4690.00
619,2000,1858,unskilled,870,990,172,-2145.00,-1.07,7855.00
619,2000,1859,basic,929,950,175,1770.00,0.89,11770.00
619,2000,1860,counting,909,951,187,-2520.00,-1.26,7480.00
620,2000,1861,unskilled,859,964,201,-1665.00,-0.83,8335.00
620,2000,1862,basic,894,985,168,-510.00,-0.26,9490.00
620,2000,1863,counting,897,974,166,2580.00,1.29,12580.00
621,2000,1864,unskilled,832,998,189,-3600.00,-1.80,6400.00
621,2000,1865,basic,919,971,161,1230.00,0.61,11230.00
621,2000,1866,counting,869,999,177,-4530.00,-2.27,5470.00
622,2000,1867,unskilled,851,987,182,-2535.00,-1.27,7465.00
622,2000,1868,basic,886,945,205,1140.00,0.57,11140.00
622,2000,1869,counting,872,1006,175,-3195.00,-1.60,6805.00
623,2000,1870,unskilled,864,961,197,-1335.00,-0.67,8665.00
623,2000,1871,basic,912,967,169,1275.00,0.64,11275.00
623,2000,1872,counting,867,1014,172,-5205.00,-2.60,4795.00
624,2000,1873,unskilled,832,996,193,-3525.00,-1.76,6475.00
624,2000,1874,basic,883,978,189,15.00,0.01,10015.00
624,2000,1875,counting,871,997,176,-1140.00,-0.57,8860.00
625,2000,1876,unskilled,818,1011,194,-4335.00,-2.17,5665.00
625,2000,1877,basic,853,1019,185,-4020.00,-2.01,5980.00
625,2000,1878,counting,872,988,185,-2775.00,-1.39,7225.00
626,2000,1879,unskilled,870,975,181,-1680.00,-0.84,8320.00
626,2000,1880,basic,897,967,194,360.00,0.18,10360.00
626,2000,1881,counting,895,964,203,1665.00,0.83,11665.00
627,2000,1882,unskilled,844,976,208,-2535.00,-1.27,7465.00
627,2000,1883,basic,897,996,162,-105.00,-0.05,9895.00
627,2000,1884,counting,900,966,181,540.00,0.27,10540.00
628,2000,1885,unskilled,850,987,195,-2520.00,-1.26,7480.00
628,2000,1886,basic,912,969,183,735.00,0.37,10735.00
628,2000,1887,counting,924,968,162,1005.00,0.50,11005.00
629,2000,1888,unskilled,849,965,205,-1980.00,-0.99,8020.00
629,2000,1889,basic,907,977,176,1245.00,0.62,11245.00
629,2000,1890,counting,915,973,153,8715.00,4.36,18715.00
630,2000,1891,unskilled,837,982,206,-2850.00,-1.43,7150.00
630,2000,1892,basic,874,998,171,-765.00,-0.38,9235.00
630,2000,1893,counting,913,969,171,6630.00,3.31,16630.00
631,2000,1894,unskilled,831,999,201,-3510.00,-1.75,6490.00
631,2000,1895,basic,844,1027,177,-3615.00,-1.81,6385.00
631,2000,1896,counting,844,998,194,-1905.00,-0.95,8095.00
632,2000,1897,unskilled,789,1037,204,-5760.00,-2.88,4240.00
632,2000,1898,basic,899,966,184,1380.00,0.69,11380.00
632,2000,1899,counting,893,980,173,1170.00,0.58,11170.00
633,2000,1900,unskilled,840,988,194,-3150.00,-1.57,6850.00
633,2000,1901,basic,901,974,187,345.00,0.17,10345.00
633,2000,1902,counting,894,987,169,420.00,0.21,10420.00
634,2000,1903,unskilled,831,1001,188,-3690.00,-1.84,6310.00
634,2000,1904,basic,917,961,173,1890.00,0.94,11890.00
634,2000,1905,counting,899,986,166,-4425.00,-2.21,5575.00
635,2000,1906,unskilled,828,989,199,-3195.00,-1.60,6805.00
635,2000,1907,basic,894,990,169,-75.00,-0.04,9925.00
635,2000,1908,counting,873,1001,174,-165.00,-0.08,9835.00
636,2000,1909,unskilled,859,982,187,-2370.00,-1.19,7630.00
636,2000,1910,basic,895,992,164,450.00,0.23,10450.00
636,2000,1911,counting,923,974,160,-1335.00,-0.67,8665.00
637,2000,1912,unskilled,865,979,180,-1980.00,-0.99,8020.00
637,2000,1913,basic,884,996,176,-1275.00,-0.64,8725.00
637,2000,1914,counting,944,960,155,6270.00,3.13,16270.00
638,2000,1915,unskilled,784,1038,197,-6105.00,-3.05,3895.00
638,2000,1916,basic,874,1014,164,-2310.00,-1.16,7690.00
638,2000,1917,counting,893,962,189,885.00,0.44,10885.00
639,2000,1918,unskilled,856,959,203,-1635.00,-0.82,8365.00
639,2000,1919,basic,919,979,166,990.00,0.49,10990.00
639,2000,1920,counting,896,993,143,2565.00,1.28,12565.00
640,2000,1921,unskilled,824,1015,181,-4455.00,-2.23,5545.00
640,2000,1922,basic,920,946,178,1350.00,0.68,11350.00
640,2000,1923,counting,898,962,185,2955.00,1.48,12955.00
641,2000,1924,unskilled,837,1001,196,-3465.00,-1.73,6535.00
641,2000,1925,basic,937,950,171,2685.00,1.34,12685.00
641,2000,1926,counting,911,984,159,600.00,0.30,10600.00
642,2000,1927,unskilled,878,955,197,-570.00,-0.28,9430.00
642,2000,1928,basic,896,974,192,960.00,0.48,10960.00
642,2000,1929,counting,844,997,191,-270.00,-0.14,9730.00
643,2000,1930,unskilled,851,986,194,-2325.00,-1.16,7675.00
643,2000,1931,basic,945,935,158,3540.00,1.77,13540.00
643,2000,1932,counting,903,998,167,780.00,0.39,10780.00
644,2000,1933,unskilled,826,968,225,-2610.00,-1.30,7390.00
644,2000,1934,basic,855,994,197,-2400.00,-1.20,7600.00
644,2000,1935,counting,866,1016,171,-2730.00,-1.36,7270.00
645,2000,1936,unskilled,850,974,207,-2445.00,-1.22,7555.00
645,2000,1937,basic,896,968,179,-60.00,-0.03,9940.00
645,2000,1938,counting,906,975,171,3810.00,1.91,13810.00
646,2000,1939,unskilled,828,1016,191,-4140.00,-2.07,5860.00
646,2000,1940,basic,897,972,180,390.00,0.20,10390.00
646,2000,1941,counting,894,997,165,-1785.00,-0.89,8215.00
647,2000,1942,unskilled,838,991,196,-3210.00,-1.60,6790.00
647,2000,1943,basic,879,971,193,-1230.00,-0.61,8770.00
647,2000,1944,counting,906,964,175,210.00,0.10,10210.00
648,2000,1945,unskilled,822,1002,205,-3960.00,-1.98,6040.00
648,2000,1946,basic,861,1015,176,-2070.00,-1.03,7930.00
648,2000,1947,counting,877,1011,164,1050.00,0.53,11050.00
649,2000,1948,unskilled,846,980,191,-2685.00,-1.34,7315.00
649,2000,1949,basic,892,967,193,-270.00,-0.14,9730.00
649,2000,1950,counting,882,967,199,-7950.00,-3.98,2050.00
650,2000,1951,unskilled,843,993,195,-2955.00,-1.48,7045.00
650,2000,1952,basic,897,978,179,-120.00,-0.06,9880.00
650,2000,1953,counting,912,986,165,1965.00,0.98,11965.00
651,2000,1954,unskilled,851,992,181,-2925.00,-1.46,7075.00
651,2000,1955,basic,907,959,193,1350.00,0.68,11350.00
651,2000,1956,counting,913,957,189,6165.00,3.08,16165.00
652,2000,1957,unskilled,828,1004,193,-3855.00,-1.93,6145.00
652,2000,1958,basic,907,977,167,-270.00,-0.14,9730.00
652,2000,1959,counting,891,956,198,-5475.00,-2.74,4525.00
653,2000,1960,unskilled,823,983,219,-3285.00,-1.64,6715.00
653,2000,1961,basic,872,1025,159,-2025.00,-1.01,7975.00
653,2000,1962,counting,851,1026,164,-6585.00,-3.29,3415.00
654,2000,1963,unskilled,831,993,204,-3480.00,-1.74,6520.00
654,2000,1964,basic,883,964,196,-225.00,-0.11,9775.00
654,2000,1965,counting,865,987,191,-6615.00,-3.31,3385.00
655,2000,1966,unskilled,834,979,210,-2955.00,-1.48,7045.00
655,2000,1967,basic,867,991,185,-900.00,-0.45,9100.00
655,2000,1968,counting,878,993,165,-6135.00,-3.07,3865.00
656,2000,1969,unskilled,836,999,196,-3240.00,-1.62,6760.00
656,2000,1970,basic,915,962,176,1425.00,0.71,11425.00
656,2000,1971,counting,880,991,183,-5220.00,-2.61,4780.00
657,2000,1972,unskilled,835,1004,182,-3675.00,-1.84,6325.00
657,2000,1973,basic,887,975,183,375.00,0.19,10375.00
657,2000,1974,counting,890,1029,137,-7470.00,-3.73,2530.00
658,2000,1975,unskilled,808,1019,198,-4980.00,-2.49,5020.00
658,2000,1976,basic,910,977,176,975.00,0.49,10975.00
658,2000,1977,counting,866,1030,152,-7290.00,-3.65,2710.00
659,2000,1978,unskilled,823,991,209,-3420.00,-1.71,6580.00
659,2000,1979,basic,878,988,187,-1425.00,-0.71,8575.00
659,2000,1980,counting,837,1023,178,-8190.00,-4.09,1810.00
660,2000,1981,unskilled,856,958,201,-1530.00,-0.77,8470.00
660,2000,1982,basic,883,997,177,-1350.00,-0.68,8650.00
660,2000,1983,counting,903,1000,152,4620.00,2.31,14620.00
661,2000,1984,unskilled,878,963,189,-975.00,-0.49,9025.00
661,2000,1985,basic,934,947,180,2700.00,1.35,12700.00
661,2000,1986,counting,934,962,149,10725.00,5.36,20725.00
662,2000,1987,unskilled,796,1028,198,-5475.00,-2.74,4525.00
662,2000,1988,basic,850,1036,177,-4065.00,-2.03,5935.00
662,2000,1989,counting,836,1021,187,-7200.00,-3.60,2800.00
663,2000,1990,unskilled,838,997,192,-3075.00,-1.54,6925.00
663,2000,1991,basic,887,978,177,-375.00,-0.19,9625.00
663,2000,1992,counting,881,976,195,-660.00,-0.33,9340.00
664,2000,1993,unskilled,834,1013,180,-3990.00,-2.00,6010.00
664,2000,1994,basic,913,1001,158,-240.00,-0.12,9760.00
664,2000,1995,counting,911,986,165,4995.00,2.50,14995.00
665,2000,1996,unskilled,840,996,188,-3165.00,-1.58,6835.00
665,2000,1997,basic,902,998,161,-330.00,-0.17,9670.00
665,2000,1998,counting,908,950,180,3135.00,1.57,13135.00
666,2000,1999,unskilled,779,1060,183,-6975.00,-3.49,3025.00
666,2000,2000,basic,852,1007,192,-3120.00,-1.56,6880.00
666,2000,2001,counting,892,971,180,-2895.00,-1.45,7105.00
667,2000,2002,unskilled,820,1027,180,-4845.00,-2.42,5155.00
667,2000,2003,basic,879,1017,151,-2085.00,-1.04,7915.00
667,2000,2004,counting,901,981,176,-2835.00,-1.42,7165.00
668,2000,2005,unskilled,833,978,215,-2655.00,-1.33,7345.00
668,2000,2006,basic,918,966,173,1785.00,0.89,11785.00
668,2000,2007,counting,896,973,170,-1890.00,-0.94,8110.00
669,2000,2008,unskilled,828,1006,188,-3765.00,-1.88,6235.00
669,2000,2009,basic,911,971,171,915.00,0.46,10915.00
669,2000,2010,counting,893,974,174,2295.00,1.15,12295.00
670,2000,2011,unskilled,859,970,200,-2040.00,-1.02,7960.00
670,2000,2012,basic,904,978,165,1140.00,0.57,11140.00
670,2000,2013,counting,912,955,182,5040.00,2.52,15040.00
671,2000,2014,unskilled,849,1000,182,-2985.00,-1.49,7015.00
671,2000,2015,basic,942,926,179,3210.00,1.60,13210.00
671,2000,2016,counting,912,955,184,3225.00,1.61,13225.00
672,2000,2017,unskilled,815,1007,203,-4395.00,-2.20,5605.00
672,2000,2018,basic,889,955,207,315.00,0.16,10315.00
672,2000,2019,counting,855,1009,173,-5700.00,-2.85,4300.00
673,2000,2020,unskilled,830,994,200,-3375.00,-1.69,6625.00
673,2000,2021,basic,830,1023,189,-4305.00,-2.15,5695.00
673,2000,2022,counting,823,1055,188,-5130.00,-2.56,4870.00
674,2000,2023,unskilled,872,961,199,-1170.00,-0.58,8830.00
674,2000,2024,basic,893,962,199,-330.00,-0.17,9670.00
674,2000,2025,counting,868,998,181,-2475.00,-1.24,7525.00
675,2000,2026,unskilled,845,987,197,-2670.00,-1.33,7330.00
675,2000,2027,basic,902,979,178,540.00,0.27,10540.00
675,2000,2028,counting,908,968,183,3345.00,1.67,13345.00
676,2000,2029,unskilled,849,989,182,-2460.00,-1.23,7540.00
676,2000,2030,basic,890,987,168,-450.00,-0.23,9550.00
676,2000,2031,counting,870,1010,172,3285.00,1.64,13285.00
677,2000,2032,unskilled,828,992,209,-3390.00,-1.70,6610.00
677,2000,2033,basic,870,998,182,-1785.00,-0.89,8215.00
677,2000,2034,counting,885,982,185,-3915.00,-1.96,6085.00
678,2000,2035,unskilled,845,987,191,-2880.00,-1.44,7120.00
678,2000,2036,basic,915,962,171,900.00,0.45,10900.00
678,2000,2037,counting,852,1014,187,-5475.00,-2.74,4525.00
679,2000,2038,unskilled,847,964,211,-2055.00,-1.03,7945.00
679,2000,2039,basic,933,961,176,1665.00,0.83,11665.00
679,2000,2040,counting,909,950,184,1290.00,0.65,11290.00
680,2000,2041,unskilled,831,983,205,-3300.00,-1.65,6700.00
680,2000,2042,basic,949,945,153,3015.00,1.51,13015.00
680,2000,2043,counting,908,988,162,-4635.00,-2.32,5365.00
681,2000,2044,unskilled,873,961,192,-1140.00,-0.57,8860.00
681,2000,2045,basic,905,969,187,1005.00,0.50,11005.00
681,2000,2046,counting,905,985,171,840.00,0.42,10840.00
682,2000,2047,unskilled,834,1004,185,-3540.00,-1.77,6460.00
682,2000,2048,basic,909,969,173,630.00,0.32,10630.00
682,2000,2049,counting,887,1002,151,2265.00,1.13,12265.00
683,2000,2050,unskilled,868,969,190,-1515.00,-0.76,8485.00
683,2000,2051,basic,909,971,174,795.00,0.40,10795.00
683,2000,2052,counting,904,983,154,720.00,0.36,10720.00
684,2000,2053,unskilled,847,973,206,-2355.00,-1.18,7645.00
684,2000,2054,basic,897,993,168,-105.00,-0.05,9895.00
684,2000,2055,counting,902,979,161,5340.00,2.67,15340.00
685,2000,2056,unskilled,861,977,190,-2055.00,-1.03,7945.00
685,2000,2057,basic,912,965,178,1035.00,0.52,11035.00
685,2000,2058,counting,890,987,178,1485.00,0.74,11485.00
686,2000,2059,unskilled,889,941,188,-60.00,-0.03,9940.00
686,2000,2060,basic,885,1000,176,-510.00,-0.26,9490.00
686,2000,2061,counting,881,984,178,-3705.00,-1.85,6295.00
687,2000,2062,unskilled,844,982,206,-2580.00,-1.29,7420.00
687,2000,2063,basic,892,977,182,465.00,0.23,10465.00
687,2000,2064,counting,882,986,182,4875.00,2.44,14875.00
688,2000,2065,unskilled,835,981,206,-2580.00,-1.29,7420.00
688,2000,2066,basic,875,1004,177,-1200.00,-0.60,8800.00
688,2000,2067,counting,890,1002,167,-1680.00,-0.84,8320.00
689,2000,2068,unskilled,816,1016,189,-4485.00,-2.24,5515.00
689,2000,2069,basic,892,995,178,-270.00,-0.14,9730.00
689,2000,2070,counting,924,966,169,3120.00,1.56,13120.00
690,2000,2071,unskilled,890,939,193,360.00,0.18,10360.00
690,2000,2072,basic,907,977,183,705.00,0.35,10705.00
690,2000,2073,counting,937,953,165,6900.00,3.45,16900.00
691,2000,2074,unskilled,832,990,200,-3225.00,-1.61,6775.00
691,2000,2075,basic,898,1015,149,-1275.00,-0.64,8725.00
691,2000,2076,counting,899,977,175,-3795.00,-1.90,6205.00
692,2000,2077,unskilled,850,978,194,-2325.00,-1.16,7675.00
692,2000,2078,basic,917,967,168,960.00,0.48,10960.00
692,2000,2079,counting,912,971,180,-4920.00,-2.46,5080.00
693,2000,2080,unskilled,866,978,184,-1965.00,-0.98,8035.00
693,2000,2081,basic,923,956,191,1275.00,0.64,11275.00
693,2000,2082,counting,912,963,179,8415.00,4.21,18415.00
694,2000,2083,unskilled,828,1003,192,-3795.00,-1.90,6205.00
694,2000,2084,basic,872,996,185,-1485.00,-0.74,8515.00
694,2000,2085,counting,854,1011,194,-3225.00,-1.61,6775.00
695,2000,2086,unskilled,884,951,195,-285.00,-0.14,9715.00
695,2000,2087,basic,893,982,172,-435.00,-0.22,9565.00
695,2000,2088,counting,876,995,177,-690.00,-0.34,9310.00
696,2000,2089,unskilled,819,1002,203,-4170.00,-2.08,5830.00
696,2000,2090,basic,885,995,180,-780.00,-0.39,9220.00
696,2000,2091,counting,882,995,167,-5445.00,-2.72,4555.00
697,2000,2092,unskilled,840,986,193,-2880.00,-1.44,7120.00
697,2000,2093,basic,891,961,191,180.00,0.09,10180.00
697,2000,2094,counting,946,945,155,4365.00,2.18,14365.00
698,2000,2095,unskilled,798,1041,187,-5970.00,-2.98,4030.00
698,2000,2096,basic,865,982,212,-1785.00,-0.89,8215.00
698,2000,2097,counting,898,974,169,375.00,0.19,10375.00
699,2000,2098,unskilled,864,976,185,-1980.00,-0.99,8020.00
699,2000,2099,basic,900,963,187,240.00,0.12,10240.00
699,2000,2100,counting,882,1008,168,-1545.00,-0.77,8455.00
700,2000,2101,unskilled,849,975,197,-2400.00,-1.20,7600.00
700,2000,2102,basic,883,1004,172,-1290.00,-0.65,8710.00
700,2000,2103,counting,897,985,168,1695.00,0.85,11695.00
701,2000,2104,unskilled,853,1004,173,-3120.00,-1.56,6880.00
701,2000,2105,basic,888,963,195,405.00,0.20,10405.00
701,2000,2106,counting,891,980,177,-510.00,-0.26,9490.00
702,2000,2107,unskilled,861,963,211,-1605.00,-0.80,8395.00
702,2000,2108,basic,928,951,168,2085.00,1.04,12085.00
702,2000,2109,counting,907,966,167,5745.00,2.87,15745.00
703,2000,2110,unskilled,830,997,201,-3510.00,-1.75,6490.00
703,2000,2111,basic,883,996,186,-1035.00,-0.52,8965.00
703,2000,2112,counting,862,1013,176,-8175.00,-4.09,1825.00
704,2000,2113,unskilled,849,1000,181,-2970.00,-1.49,7030.00
704,2000,2114,basic,892,987,174,-300.00,-0.15,9700.00
704,2000,2115,counting,924,958,172,5790.00,2.90,15790.00
705,2000,2116,unskilled,818,1008,198,-4440.00,-2.22,5560.00
705,2000,2117,basic,891,960,192,900.00,0.45,10900.00
705,2000,2118,counting,889,989,176,-1305.00,-0.65,8695.00
706,2000,2119,unskilled,861,968,197,-1740.00,-0.87,8260.00
706,2000,2120,basic,918,949,171,1665.00,0.83,11665.00
706,2000,2121,counting,887,999,170,-1485.00,-0.74,8515.00
707,2000,2122,unskilled,816,1007,210,-4290.00,-2.15,5710.00
707,2000,2123,basic,884,1012,168,-1035.00,-0.52,8965.00
707,2000,2124,counting,881,969,182,330.00,0.17,10330.00
708,2000,2125,unskilled,825,1004,193,-4185.00,-2.09,5815.00
708,2000,2126,basic,896,976,172,645.00,0.32,10645.00
708,2000,2127,counting,901,992,172,-4185.00,-2.09,5815.00
709,2000,2128,unskilled,865,984,183,-1620.00,-0.81,8380.00
709,2000,2129,basic,932,949,188,2565.00,1.28,12565.00
709,2000,2130,counting,877,1003,173,-3675.00,-1.84,6325.00
710,2000,2131,unskilled,841,971,216,-2610.00,-1.30,7390.00
710,2000,2132,basic,866,1016,175,-1995.00,-1.00,8005.00
710,2000,2133,counting,882,1006,168,-6090.00,-3.04,3910.00
711,2000,2134,unskilled,853,960,207,-1710.00,-0.85,8290.00
711,2000,2135,basic,924,950,172,1275.00,0.64,11275.00
711,2000,2136,counting,946,963,155,-2205.00,-1.10,7795.00
712,2000,2137,unskilled,821,998,211,-3825.00,-1.91,6175.00
712,2000,2138,basic,893,976,179,-315.00,-0.16,9685.00
712,2000,2139,counting,868,1034,149,-5925.00,-2.96,4075.00
713,2000,2140,unskilled,830,999,193,-3555.00,-1.78,6445.00
713,2000,2141,basic,867,1020,167,-2775.00,-1.39,7225.00
713,2000,2142,counting,884,1018,158,-5775.00,-2.89,4225.00
714,2000,2143,unskilled,845,1000,191,-3330.00,-1.67,6670.00
714,2000,2144,basic,881,992,181,-540.00,-0.27,9460.00
714,2000,2145,counting,906,970,181,3255.00,1.63,13255.00
715,2000,2146,unskilled,853,980,200,-2115.00,-1.06,7885.00
715,2000,2147,basic,924,968,161,1035.00,0.52,11035.00
715,2000,2148,counting,874,978,184,-465.00,-0.23,9535.00
716,2000,2149,unskilled,818,990,207,-3690.00,-1.84,6310.00
716,2000,2150,basic,868,1005,175,-1710.00,-0.85,8290.00
716,2000,2151,counting,899,931,215,360.00,0.18,10360.00
717,2000,2152,unskilled,852,974,199,-2070.00,-1.03,7930.00
717,2000,2153,basic,886,982,179,-375.00,-0.19,9625.00
717,2000,2154,counting,893,1008,148,-2985.00,-1.49,7015.00
718,2000,2155,unskilled,819,1004,197,-3900.00,-1.95,6100.00
718,2000,2156,basic,859,1019,168,-2520.00,-1.26,7480.00
718,2000,2157,counting,897,985,170,-15.00,-0.01,9985.00
719,2000,2158,unskilled,845,979,200,-2700.00,-1.35,7300.00
719,2000,2159,basic,915,978,160,525.00,0.26,10525.00
719,2000,2160,counting,904,1001,155,3060.00,1.53,13060.00
720,2000,2161,unskilled,831,1011,176,-4185.00,-2.09,5815.00
720,2000,2162,basic,914,946,178,1755.00,0.88,11755.00
720,2000,2163,counting,902,984,176,270.00,0.14,10270.00
721,2000,2164,unskilled,837,987,197,-3210.00,-1.60,6790.00
721,2000,2165,basic,885,1017,158,-900.00,-0.45,9100.00
721,2000,2166,counting,882,993,169,5445.00,2.72,15445.00
722,2000,2167,unskilled,819,994,215,-3870.00,-1.94,6130.00
722,2000,2168,basic,880,972,200,-660.00,-0.33,9340.00
722,2000,2169,counting,873,992,197,-480.00,-0.24,9520.00
723,2000,2170,unskilled,815,1018,190,-4590.00,-2.29,5410.00
723,2000,2171,basic,856,1014,178,-2625.00,-1.31,7375.00
723,2000,2172,counting,907,957,191,6420.00,3.21,16420.00
724,2000,2173,unskilled,873,945,211,-450.00,-0.23,9550.00
724,2000,2174,basic,878,989,181,-1455.00,-0.73,8545.00
724,2000,2175,counting,846,1041,179,-7035.00,-3.52,2965.00
725,2000,2176,unskilled,797,1013,215,-5100.00,-2.55,4900.00
725,2000,2177,basic,840,1028,189,-3870.00,-1.94,6130.00
725,2000,2178,counting,854,1007,190,-6165.00,-3.08,3835.00
726,2000,2179,unskilled,864,955,212,-1290.00,-0.65,8710.00
726,2000,2180,basic,927,960,166,1845.00,0.92,11845.00
726,2000,2181,counting,956,944,166,7470.00,3.73,17470.00
727,2000,2182,unskilled,848,979,197,-2445.00,-1.22,7555.00
727,2000,2183,basic,887,1003,169,-915.00,-0.46,9085.00
727,2000,2184,counting,950,940,160,8760.00,4.38,18760.00
728,2000,2185,unskilled,831,995,197,-3630.00,-1.81,6370.00
728,2000,2186,basic,934,954,155,1890.00,0.94,11890.00
728,2000,2187,counting,895,974,192,4200.00,2.10,14200.00
729,2000,2188,unskilled,823,966,237,-2775.00,-1.39,7225.00
729,2000,2189,basic,860,1005,184,-3030.00,-1.51,6970.00
729,2000,2190,counting,863,1015,180,-4575.00,-2.29,5425.00
730,2000,2191,unskilled,819,1002,205,-3915.00,-1.96,6085.00
730,2000,2192,basic,870,980,189,-510.00,-0.26,9490.00
730,2000,2193,counting,922,994,156,4275.00,2.14,14275.00
